league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
ESP-La Liga,2024-25,Barcelona,Wojciech Szczęsny,POL,GK,34,1990,15.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,20,1
ESP-La Liga,2024-25,Betis,Abde Ezzalzouli,MAR,"FW,MF",22,2001,22.0,37,25,17,16,4,15,27,55.6,12,22,3,19,7,44,19,0
ESP-La Liga,2024-25,Betis,Adrián,ESP,GK,37,1987,19.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,14,3
ESP-La Liga,2024-25,Betis,Aitor Ruibal,ESP,"DF,FW",28,1996,14.6,32,23,22,4,6,25,47,53.2,22,20,5,15,14,46,40,1
ESP-La Liga,2024-25,Betis,Antony,BRA,FW,24,2000,15.1,25,11,6,9,10,8,22,36.4,14,12,1,11,10,35,9,1
ESP-La Liga,2024-25,Betis,Assane Diao,SEN,FW,18,2005,3.1,5,3,1,3,1,4,9,44.4,5,3,0,3,0,5,3,0
ESP-La Liga,2024-25,Betis,Carlos Guirao,ESP,MF,21,2003,1.2,5,3,1,4,0,4,6,66.7,2,1,1,0,3,8,2,0
ESP-La Liga,2024-25,Betis,Cucho,COL,FW,25,1999,12.7,15,10,2,5,8,6,11,54.5,5,13,1,12,7,22,4,0
ESP-La Liga,2024-25,Betis,Cédric Bakambu,COD,FW,33,1991,7.9,6,4,0,5,1,3,7,42.9,4,13,2,11,0,6,5,0
ESP-La Liga,2024-25,Betis,Diego Llorente,ESP,DF,30,1993,28.0,36,20,23,12,1,25,38,65.8,13,29,20,9,43,79,154,1
ESP-La Liga,2024-25,Betis,Ezequiel Ávila,ARG,FW,30,1994,7.5,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0
ESP-La Liga,2024-25,Betis,Fran Vieites,ESP,GK,25,1999,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2024-25,Betis,Giovani Lo Celso,ARG,"MF,FW",28,1996,16.2,34,22,8,17,9,17,25,68.0,8,14,2,12,5,39,3,1
ESP-La Liga,2024-25,Betis,Héctor Bellerín,ESP,DF,29,1995,6.4,13,7,7,4,2,10,17,58.8,7,5,3,2,6,19,21,0
ESP-La Liga,2024-25,Betis,Iker Losada,ESP,"MF,FW",22,2001,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,0
ESP-La Liga,2024-25,Betis,Isco,ESP,MF,32,1992,17.2,20,13,3,13,4,7,28,25.0,21,10,0,10,11,31,7,0
ESP-La Liga,2024-25,Betis,Jesus Rodríguez,ESP,FW,18,2005,12.3,16,14,6,6,4,5,18,27.8,13,16,0,16,6,22,3,0
ESP-La Liga,2024-25,Betis,Johnny Cardoso,USA,MF,22,2001,23.8,55,31,12,35,8,20,52,38.5,32,27,12,15,48,103,64,1
ESP-La Liga,2024-25,Betis,Juanmi,ESP,"FW,MF",31,1993,2.7,7,4,3,3,1,4,6,66.7,2,4,0,4,1,8,4,0
ESP-La Liga,2024-25,Betis,Marc Bartra,ESP,DF,33,1991,23.3,33,19,20,13,0,15,26,57.7,11,41,25,16,33,66,148,0
ESP-La Liga,2024-25,Betis,Marc Roca,ESP,MF,27,1996,10.1,20,14,10,9,1,9,17,52.9,8,17,5,12,14,34,14,2
ESP-La Liga,2024-25,Betis,Mateo Flores,ESP,MF,20,2004,1.7,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0
ESP-La Liga,2024-25,Betis,Nabil Fekir,FRA,MF,31,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0
ESP-La Liga,2024-25,Betis,Natan,BRA,DF,23,2001,24.2,35,24,24,9,2,26,30,86.7,4,24,14,10,28,63,123,2
ESP-La Liga,2024-25,Betis,Nobel Mendy,FRA,DF,19,2004,1.2,0,0,0,0,0,0,0,,0,2,0,2,4,4,10,1
ESP-La Liga,2024-25,Betis,Pablo Fornals,ESP,"MF,FW",28,1996,20.3,21,13,12,6,3,10,30,33.3,20,24,4,20,23,44,15,1
ESP-La Liga,2024-25,Betis,Pablo Garcia,ESP,FW,17,2006,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2024-25,Betis,Ricardo Rodríguez,SUI,DF,31,1992,14.2,28,15,16,5,7,17,26,65.4,9,10,1,9,8,36,51,0
ESP-La Liga,2024-25,Betis,Rodri,ESP,FW,24,2000,1.3,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,1,1
ESP-La Liga,2024-25,Betis,Romain Perraud,FRA,DF,26,1997,22.2,36,22,15,16,5,21,46,45.7,25,18,4,14,22,58,71,1
ESP-La Liga,2024-25,Betis,Rui Silva,POR,GK,30,1994,15.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0
ESP-La Liga,2024-25,Betis,Sergi Altimira,ESP,MF,22,2001,21.9,61,37,17,38,6,36,60,60.0,24,28,1,27,24,85,43,3
ESP-La Liga,2024-25,Betis,Sergio Arribas,ESP,DF,21,2003,1.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0
ESP-La Liga,2024-25,Betis,Vitor Roque,BRA,FW,19,2005,13.7,11,6,1,6,4,1,5,20.0,4,5,0,5,7,18,4,0
ESP-La Liga,2024-25,Betis,William Carvalho,POR,MF,32,1992,5.4,9,6,3,6,0,4,6,66.7,2,6,2,4,3,12,6,0
ESP-La Liga,2024-25,Betis,Youssouf Sabaly,SEN,DF,31,1993,17.6,40,25,21,15,4,24,32,75.0,8,21,4,17,13,53,40,0
ESP-La Liga,2024-25,Betis,Ángel Ortíz,ESP,DF,20,2004,3.9,12,8,8,3,1,8,17,47.1,9,6,0,6,5,17,7,0
ESP-La Liga,2024-25,Celta Vigo,Alfon,ESP,"FW,MF",25,1999,15.2,8,3,3,2,3,4,12,33.3,8,8,0,8,5,13,5,1
ESP-La Liga,2024-25,Celta Vigo,Anastasios Douvikas,GRE,FW,24,1999,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0
ESP-La Liga,2024-25,Celta Vigo,Borja Iglesias,ESP,FW,31,1993,21.7,10,9,2,5,3,4,15,26.7,11,9,2,7,7,17,10,0
ESP-La Liga,2024-25,Celta Vigo,Carl Starfelt,SWE,DF,29,1995,25.2,40,20,25,14,1,18,27,66.7,9,29,21,8,31,71,129,3
ESP-La Liga,2024-25,Celta Vigo,Carlos Dominguez,ESP,DF,23,2001,13.1,23,11,14,9,0,15,21,71.4,6,16,11,5,13,36,80,1
ESP-La Liga,2024-25,Celta Vigo,Damián Rodríguez,ESP,MF,21,2003,10.3,14,9,3,10,1,6,16,37.5,10,6,1,5,7,21,13,0
ESP-La Liga,2024-25,Celta Vigo,Fer López,,"FW,MF",,,7.5,9,5,1,6,2,2,13,15.4,11,10,0,10,2,11,7,0
ESP-La Liga,2024-25,Celta Vigo,Fran Beltrán,ESP,MF,25,1999,26.9,50,35,24,21,5,24,56,42.9,32,26,6,20,26,76,34,4
ESP-La Liga,2024-25,Celta Vigo,Franco Cervi,ARG,"FW,MF",30,1994,3.0,8,3,2,6,0,3,8,37.5,5,4,0,4,8,16,7,0
ESP-La Liga,2024-25,Celta Vigo,Hugo Sotelo,ESP,MF,20,2003,13.9,28,17,8,10,10,13,31,41.9,18,9,1,8,5,33,9,1
ESP-La Liga,2024-25,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",21,2003,17.5,26,9,12,10,4,10,19,52.6,9,19,2,17,8,34,29,1
ESP-La Liga,2024-25,Celta Vigo,Iago Aspas,ESP,"FW,MF",36,1987,19.4,13,8,4,5,4,8,20,40.0,12,18,1,17,8,21,5,0
ESP-La Liga,2024-25,Celta Vigo,Iker Losada,ESP,"FW,MF",22,2001,4.0,3,3,0,1,2,1,5,20.0,4,4,1,3,1,4,8,0
ESP-La Liga,2024-25,Celta Vigo,Ilaix Moriba,GUI,MF,21,2003,23.7,68,42,24,30,14,32,57,56.1,25,29,4,25,14,82,33,1
ESP-La Liga,2024-25,Celta Vigo,Iván Villar,ESP,GK,27,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ESP-La Liga,2024-25,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",28,1995,6.8,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,28,1
ESP-La Liga,2024-25,Celta Vigo,Javi Rodríguez,ESP,DF,21,2003,27.9,53,38,35,17,1,33,47,70.2,14,29,10,19,33,86,96,2
ESP-La Liga,2024-25,Celta Vigo,Javier Manquillo,ESP,DF,30,1994,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0
ESP-La Liga,2024-25,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",28,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0
ESP-La Liga,2024-25,Celta Vigo,Joseph Aidoo,GHA,DF,28,1995,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2024-25,Celta Vigo,Luca de la Torre,USA,MF,26,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2024-25,Celta Vigo,Marcos Alonso,ESP,DF,33,1990,29.4,35,21,19,13,3,25,44,56.8,19,22,7,15,34,69,126,4
ESP-La Liga,2024-25,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",28,1995,4.8,7,7,4,2,1,4,6,66.7,2,1,0,1,2,9,18,0
ESP-La Liga,2024-25,Celta Vigo,Pablo Durán,ESP,"FW,MF",23,2001,15.5,17,9,4,7,6,5,16,31.3,11,12,3,9,8,25,18,0
ESP-La Liga,2024-25,Celta Vigo,Sergio Carreira,ESP,"MF,DF",23,2000,18.4,28,16,16,6,6,14,26,53.8,12,20,2,18,17,45,37,0
ESP-La Liga,2024-25,Celta Vigo,Tadeo Allende,ARG,FW,25,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2024-25,Celta Vigo,Vicente Guaita,ESP,GK,37,1987,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,3
ESP-La Liga,2024-25,Celta Vigo,Williot Swedberg,SWE,"FW,MF",20,2004,15.0,23,16,9,10,4,13,20,65.0,7,12,1,11,3,26,10,1
ESP-La Liga,2024-25,Celta Vigo,Yoel Lago,ESP,DF,20,2004,6.5,12,8,8,3,1,7,9,77.8,2,5,4,1,4,16,30,0
ESP-La Liga,2024-25,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25,1999,30.3,38,24,21,12,5,26,69,37.7,43,35,5,30,22,60,46,7
ESP-La Liga,2024-25,Espanyol,Alejo Véliz,ARG,FW,20,2003,12.5,1,1,0,1,0,1,7,14.3,6,12,2,10,4,5,23,1
ESP-La Liga,2024-25,Espanyol,Alex Král,CZE,MF,26,1998,30.2,55,37,28,24,3,16,30,53.3,14,34,14,20,28,83,51,2
ESP-La Liga,2024-25,Espanyol,Antoniu,ESP,"FW,MF",21,2002,11.4,21,10,9,8,4,9,21,42.9,12,14,2,12,8,29,11,1
ESP-La Liga,2024-25,Espanyol,Brian Oliván,ESP,DF,30,1994,11.3,13,10,7,6,0,4,13,30.8,9,6,2,4,10,23,23,0
ESP-La Liga,2024-25,Espanyol,Carlos Romero,ESP,DF,22,2001,28.4,73,47,49,16,8,45,82,54.9,37,50,15,35,30,103,102,1
ESP-La Liga,2024-25,Espanyol,Edu Expósito,ESP,MF,27,1996,11.6,23,13,9,13,1,9,23,39.1,14,3,0,3,15,38,21,2
ESP-La Liga,2024-25,Espanyol,Fernando Calero,ESP,"DF,MF",28,1995,7.9,18,10,13,4,1,8,12,66.7,4,16,9,7,16,34,50,1
ESP-La Liga,2024-25,Espanyol,Irvin Cardona,FRA,"FW,MF",26,1997,6.7,8,5,2,4,2,6,16,37.5,10,5,1,4,4,12,10,0
ESP-La Liga,2024-25,Espanyol,Javi Puado,ESP,"FW,MF",26,1998,33.0,22,17,14,4,4,8,20,40.0,12,18,3,15,5,27,19,0
ESP-La Liga,2024-25,Espanyol,Joan García,ESP,GK,23,2001,38.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,18,4
ESP-La Liga,2024-25,Espanyol,Jofre,ESP,"MF,FW",23,2001,24.1,22,16,14,5,3,13,23,56.5,10,13,0,13,15,37,29,0
ESP-La Liga,2024-25,Espanyol,José Gragera,ESP,MF,23,2000,6.3,25,16,11,14,0,9,17,52.9,8,9,1,8,5,30,13,0
ESP-La Liga,2024-25,Espanyol,Justin Smith,CAN,MF,21,2003,2.3,9,3,3,6,0,4,6,66.7,2,5,1,4,4,13,3,0
ESP-La Liga,2024-25,Espanyol,Leandro Cabrera,URU,DF,33,1991,31.9,40,23,29,8,3,19,33,57.6,14,35,25,10,30,70,199,2
ESP-La Liga,2024-25,Espanyol,Marash Kumbulla,ALB,DF,24,2000,33.0,51,26,35,14,2,24,41,58.5,17,48,35,13,34,85,224,2
ESP-La Liga,2024-25,Espanyol,Naci Ünüvar,NED,"MF,DF",21,2003,0.3,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0
ESP-La Liga,2024-25,Espanyol,Omar El Hilali,MAR,DF,20,2003,35.0,111,79,81,24,6,64,95,67.4,31,53,13,40,46,157,145,2
ESP-La Liga,2024-25,Espanyol,Pere Milla,ESP,"MF,FW",31,1992,5.1,6,2,5,0,1,1,18,5.6,17,10,2,8,3,9,5,0
ESP-La Liga,2024-25,Espanyol,Pol Lozano,ESP,MF,24,1999,21.6,53,34,23,25,5,25,58,43.1,33,32,6,26,22,75,31,0
ESP-La Liga,2024-25,Espanyol,Rafael Bauza,ESP,MF,19,2005,2.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0
ESP-La Liga,2024-25,Espanyol,Roberto Férnandez,ESP,FW,22,2002,16.6,4,4,2,1,1,0,5,0.0,5,9,1,8,3,7,26,0
ESP-La Liga,2024-25,Espanyol,Roger Hinojo,ESP,DF,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2024-25,Espanyol,Sergi Gómez,ESP,DF,32,1992,7.4,8,5,7,1,0,2,3,66.7,1,12,8,4,7,15,38,0
ESP-La Liga,2024-25,Espanyol,Urko González,ESP,MF,23,2001,15.3,46,28,24,21,1,28,44,63.6,16,27,12,15,8,54,39,1
ESP-La Liga,2024-25,Espanyol,Walid Cheddira,MAR,FW,26,1998,7.1,5,0,1,1,3,0,1,0.0,1,4,0,4,1,6,6,0
ESP-La Liga,2024-25,Espanyol,Álvaro Aguado,ESP,MF,28,1996,4.9,5,2,3,2,0,3,9,33.3,6,7,1,6,4,9,5,1
ESP-La Liga,2024-25,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996,13.8,14,4,7,6,1,7,23,30.4,16,9,1,8,13,27,34,1
ESP-La Liga,2024-25,Getafe,Abdoulaye Keita,ESP,"FW,MF",21,2002,1.1,2,2,0,1,1,2,4,50.0,2,1,0,1,0,2,3,0
ESP-La Liga,2024-25,Getafe,Alberto Risco,ESP,"MF,FW",18,2005,0.8,4,4,2,0,2,1,6,16.7,5,2,0,2,0,4,0,0
ESP-La Liga,2024-25,Getafe,Alex Sola,ESP,"MF,FW",25,1999,11.4,21,14,9,12,0,9,25,36.0,16,8,0,8,7,28,11,1
ESP-La Liga,2024-25,Getafe,Allan Nyom,CMR,"DF,MF",36,1988,9.9,18,11,7,9,2,15,17,88.2,2,4,2,2,4,22,23,0
ESP-La Liga,2024-25,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002,12.0,10,5,0,7,3,2,7,28.6,5,13,2,11,1,11,16,0
ESP-La Liga,2024-25,Getafe,Borja Mayoral,ESP,FW,27,1997,12.4,5,4,2,2,1,3,9,33.3,6,4,0,4,2,7,6,0
ESP-La Liga,2024-25,Getafe,Carles Aleñá,ESP,"MF,FW",26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0
ESP-La Liga,2024-25,Getafe,Carles Pérez,ESP,"MF,FW",26,1998,15.9,33,23,11,14,8,21,48,43.8,27,19,2,17,6,39,22,0
ESP-La Liga,2024-25,Getafe,Christantus Uche,NGA,"FW,MF",21,2003,27.6,35,21,8,19,8,9,20,45.0,11,20,2,18,10,45,19,0
ESP-La Liga,2024-25,Getafe,Coba da Costa,ESP,"MF,FW",22,2002,11.2,29,13,9,16,4,13,26,50.0,13,24,0,24,8,37,10,0
ESP-La Liga,2024-25,Getafe,David Argüelles,ESP,MF,22,2002,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
ESP-La Liga,2024-25,Getafe,David Soria,ESP,GK,31,1993,38.0,4,4,4,0,0,4,5,80.0,1,0,0,0,1,5,21,3
ESP-La Liga,2024-25,Getafe,Diego Rico,ESP,DF,31,1993,31.3,81,49,47,29,5,47,85,55.3,38,41,3,38,34,115,102,2
ESP-La Liga,2024-25,Getafe,Djené,TOG,"DF,MF",32,1991,28.3,25,13,12,11,2,12,32,37.5,20,18,8,10,21,46,107,3
ESP-La Liga,2024-25,Getafe,Domingos Duarte,POR,DF,29,1995,20.7,28,15,22,4,2,17,21,81.0,4,28,16,12,18,46,152,1
ESP-La Liga,2024-25,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",19,2004,0.2,2,0,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0
ESP-La Liga,2024-25,Getafe,Iglesias,ESP,DF,26,1998,32.1,81,47,42,33,6,46,90,51.1,44,47,8,39,50,131,133,1
ESP-La Liga,2024-25,Getafe,Ismael Bekhoucha,MAR,"MF,DF",19,2004,0.8,1,1,1,0,0,1,2,50.0,1,2,1,1,2,3,2,0
ESP-La Liga,2024-25,Getafe,Jesús Santiago,ESP,MF,20,2004,4.1,14,8,6,8,0,5,10,50.0,5,6,2,4,1,15,3,0
ESP-La Liga,2024-25,Getafe,John Joe,IRL,"MF,FW",20,2003,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
ESP-La Liga,2024-25,Getafe,Juan Bernat,ESP,"MF,DF",31,1993,7.8,19,13,9,5,5,7,12,58.3,5,9,3,6,2,21,12,0
ESP-La Liga,2024-25,Getafe,Juan Berrocal,ESP,DF,25,1999,11.8,14,7,10,4,0,10,14,71.4,4,6,3,3,15,29,59,0
ESP-La Liga,2024-25,Getafe,Juanmi,ESP,"FW,MF",31,1993,7.7,14,11,4,7,3,6,19,31.6,13,6,0,6,2,16,3,0
ESP-La Liga,2024-25,Getafe,Luis Milla,ESP,MF,29,1994,31.9,61,40,28,25,8,35,72,48.6,37,25,0,25,24,85,28,3
ESP-La Liga,2024-25,Getafe,Mauro Arambarri,URU,MF,28,1995,29.6,48,29,10,33,5,22,48,45.8,26,35,6,29,15,63,46,0
ESP-La Liga,2024-25,Getafe,Nabil Aberdin,FRA,MF,21,2002,2.9,6,4,3,3,0,1,1,100.0,0,3,0,3,0,6,5,0
ESP-La Liga,2024-25,Getafe,Omar Alderete,PAR,DF,27,1996,33.0,43,29,30,11,2,20,30,66.7,10,38,22,16,40,83,241,1
ESP-La Liga,2024-25,Getafe,Peter González,DOM,"MF,FW",22,2002,5.3,11,6,2,5,4,6,9,66.7,3,8,0,8,2,13,5,0
ESP-La Liga,2024-25,Getafe,Ramón Terrats,ESP,"MF,FW",23,2000,13.5,20,10,7,8,5,8,28,28.6,20,9,2,7,8,28,16,0
ESP-La Liga,2024-25,Getafe,Álvaro Rodríguez,URU,FW,20,2004,9.5,10,7,0,7,3,5,10,50.0,5,23,0,23,3,13,12,0
ESP-La Liga,2024-25,Girona,Abel Ruiz,ESP,FW,24,2000,15.0,6,2,2,2,2,2,5,40.0,3,7,2,5,5,11,7,0
ESP-La Liga,2024-25,Girona,Alejandro Francés,ESP,DF,21,2002,13.0,36,24,22,13,1,28,40,70.0,12,17,8,9,17,53,52,0
ESP-La Liga,2024-25,Girona,Arnau Martinez,ESP,"DF,MF",21,2003,29.2,51,28,30,15,6,32,63,50.8,31,18,6,12,31,82,76,2
ESP-La Liga,2024-25,Girona,Arnaut Danjuma,NED,"FW,MF",27,1997,14.8,8,6,3,3,2,2,7,28.6,5,5,1,4,2,10,4,0
ESP-La Liga,2024-25,Girona,Arthur Melo,BRA,MF,27,1996,10.5,25,11,8,12,5,14,27,51.9,13,5,1,4,8,33,12,1
ESP-La Liga,2024-25,Girona,Bojan Miovski,MKD,FW,25,1999,9.7,7,5,2,2,3,2,7,28.6,5,4,0,4,2,9,7,0
ESP-La Liga,2024-25,Girona,Bryan Gil,ESP,"FW,MF",23,2001,19.1,34,20,10,15,9,14,30,46.7,16,24,0,24,10,44,9,4
ESP-La Liga,2024-25,Girona,Cristhian Stuani,URU,FW,37,1986,12.0,9,7,1,7,1,5,8,62.5,3,4,1,3,7,16,11,0
ESP-La Liga,2024-25,Girona,Daley Blind,NED,DF,34,1990,30.9,49,27,26,19,4,31,48,64.6,17,32,9,23,32,81,94,2
ESP-La Liga,2024-25,Girona,David López,ESP,DF,34,1989,27.0,32,24,22,7,3,18,31,58.1,13,22,12,10,14,46,111,2
ESP-La Liga,2024-25,Girona,Donny van de Beek,NED,MF,27,1997,15.8,29,18,17,7,5,13,26,50.0,13,19,3,16,10,39,12,0
ESP-La Liga,2024-25,Girona,Ferrán Ruiz,ESP,MF,21,2003,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0
ESP-La Liga,2024-25,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19,2005,2.9,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
ESP-La Liga,2024-25,Girona,Iker Almena,ESP,"FW,DF",20,2004,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
ESP-La Liga,2024-25,Girona,Iván Martín,ESP,MF,25,1999,22.7,32,19,14,14,4,15,34,44.1,19,20,6,14,11,43,15,1
ESP-La Liga,2024-25,Girona,Jhon Solis,COL,MF,19,2004,5.9,13,7,3,9,1,6,14,42.9,8,13,1,12,4,17,6,1
ESP-La Liga,2024-25,Girona,Juanpe,ESP,DF,33,1991,8.1,8,5,5,3,0,6,8,75.0,2,15,10,5,8,16,56,1
ESP-La Liga,2024-25,Girona,Kim Minsu,KOR,"MF,FW",18,2006,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2024-25,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
ESP-La Liga,2024-25,Girona,Ladislav Krejčí,CZE,DF,25,1999,27.1,23,16,19,4,0,14,26,53.8,12,24,19,5,34,57,93,5
ESP-La Liga,2024-25,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001,27.3,37,24,18,16,3,17,37,45.9,20,17,7,10,16,53,34,3
ESP-La Liga,2024-25,Girona,Oriol Romeu,ESP,MF,32,1991,15.1,38,25,14,19,5,14,26,53.8,12,22,8,14,12,50,20,4
ESP-La Liga,2024-25,Girona,Papa Ba,ESP,MF,19,2004,0.5,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0
ESP-La Liga,2024-25,Girona,Pau López,ESP,GK,29,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2024-25,Girona,Paulo Gazzaniga,ARG,GK,32,1992,35.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,17,3
ESP-La Liga,2024-25,Girona,Portu,ESP,"FW,MF",32,1992,8.7,13,7,5,5,3,7,10,70.0,3,8,0,8,0,13,2,0
ESP-La Liga,2024-25,Girona,Silvi Clúa,ESP,MF,19,2005,1.8,8,7,4,3,1,4,6,66.7,2,1,0,1,2,10,6,0
ESP-La Liga,2024-25,Girona,Viktor Tsyhankov,UKR,"FW,MF",26,1997,21.3,19,12,4,7,8,9,19,47.4,10,7,1,6,15,34,16,1
ESP-La Liga,2024-25,Girona,Yangel Herrera,VEN,MF,26,1998,25.1,66,39,31,27,8,30,59,50.8,29,24,8,16,31,97,50,2
ESP-La Liga,2024-25,Girona,Yaser Asprilla,COL,"FW,MF",20,2003,15.6,22,12,6,8,8,8,23,34.8,15,14,0,14,7,29,7,1
ESP-La Liga,2024-25,Las Palmas,Aboubacar Bassinga,CIV,MF,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2024-25,Las Palmas,Adnan Januzaj,BEL,"MF,FW",29,1995,6.6,10,6,1,6,3,5,9,55.6,4,6,0,6,2,12,3,0
ESP-La Liga,2024-25,Las Palmas,Alberto Moleiro,ESP,"FW,MF",20,2003,30.2,27,12,12,14,1,18,48,37.5,30,24,0,24,18,45,8,0
ESP-La Liga,2024-25,Las Palmas,Andy Pelmard,FRA,DF,24,2000,2.3,5,0,3,2,0,4,5,80.0,1,3,1,2,2,7,20,0
ESP-La Liga,2024-25,Las Palmas,Arturo Rodríguez,ESP,FW,17,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2024-25,Las Palmas,Benito Ramírez,ESP,"DF,FW",29,1995,5.3,10,5,4,6,0,9,16,56.3,7,8,3,5,1,11,14,1
ESP-La Liga,2024-25,Las Palmas,Daley Sinkgraven,NED,DF,29,1995,1.0,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0
ESP-La Liga,2024-25,Las Palmas,Dario Essugo,POR,MF,19,2005,21.5,59,45,28,26,5,28,46,60.9,18,28,11,17,42,101,47,7
ESP-La Liga,2024-25,Las Palmas,Diego Martín,ESP,FW,20,2003,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
ESP-La Liga,2024-25,Las Palmas,Dinko Horkaš,CRO,GK,25,1999,12.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1
ESP-La Liga,2024-25,Las Palmas,Enzo Loiodice,FRA,MF,23,2000,7.6,17,7,8,9,0,3,10,30.0,7,4,1,3,10,27,7,2
ESP-La Liga,2024-25,Las Palmas,Fabio González,ESP,MF,27,1997,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2024-25,Las Palmas,Fábio Silva,POR,FW,22,2002,20.7,12,7,4,5,3,4,14,28.6,10,12,0,12,4,16,27,0
ESP-La Liga,2024-25,Las Palmas,Jaime Mata,ESP,"FW,MF",35,1988,7.3,8,2,2,6,0,3,9,33.3,6,5,1,4,3,11,11,0
ESP-La Liga,2024-25,Las Palmas,Jasper Cillessen,NED,GK,35,1989,25.9,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,2
ESP-La Liga,2024-25,Las Palmas,Javier Muñoz,ESP,"MF,DF",29,1995,28.8,45,35,18,17,10,16,46,34.8,30,27,4,23,31,76,39,3
ESP-La Liga,2024-25,Las Palmas,José Campaña,ESP,MF,31,1993,13.2,21,16,8,11,2,11,20,55.0,9,9,1,8,19,40,19,2
ESP-La Liga,2024-25,Las Palmas,José Carlos González,ESP,DF,18,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2024-25,Las Palmas,Juan Herzog,ESP,DF,21,2003,14.6,12,12,12,0,0,9,16,56.3,7,17,11,6,18,30,86,0
ESP-La Liga,2024-25,Las Palmas,Kirian Rodríguez,ESP,MF,28,1996,19.5,33,17,12,18,3,22,43,51.2,21,22,4,18,10,43,21,0
ESP-La Liga,2024-25,Las Palmas,Manuel Fuster,ESP,"FW,MF",26,1997,11.1,19,11,5,8,6,15,28,53.6,13,13,3,10,4,23,17,0
